Author,Published At,Comment,Likes
@fakhrilmuhammad1184,2025-03-25T21:14:20Z,Take down kontenya aja belum,0
@editorwillyharyonokavb6844,2025-03-25T21:14:08Z,ga semua orang memandang palembang buruk.<br>kalo ad yang memandang palembang buruk itu hanya pemuja ws😮,0
@FaisalZani-d4w,2025-03-25T21:14:04Z,Gw ngerasain geregetnya bobon 😅. Di tanya buat ngebantuin dia eh yg di tanya sempat2 meninggi terus 😂😂,0
@niceday_13,2025-03-25T21:13:58Z,"Minimal mengakui kesalahan  itu baru lakik, btw buzzer nya di tiktok buanyak yg belain, mungkin ngarep dapet iphone 😂",0
@ZeepyVape,2025-03-25T21:13:42Z,"Baik ? Baik NDASMU !!! <a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1676"">27:56</a>",0
@fuadbarokah,2025-03-25T21:13:41Z,Coment tiktok sama YouTube bisa opposite gitu yah keren deh medsos 😂. Aku nganggepnya lebih ke jokes aja sih nanggepin masalah ws,0
@Nisa-of4xq,2025-03-25T21:13:28Z,"Ga ada maaf buat lo wil, kota kebanggaan gue will, kota lahir gue, kota yang jadi saksi gue hidup puluhan tahun, cuma karna konten lo yang ga seberapa itu jadi merusak nama baik kota gue!!!! Daging lo tuh ga seberapa dan ga ada harganya buat kita org palembang wil harus lo tau!!!!!",0
@aderaihanfadlurrahman5650,2025-03-25T21:13:24Z,"Mending cari temen banyak atau minimal jangan ada musuh, kalo dipikir2... si willie mau bener atau salah.. sentiment ke willie pasti kemungkinan besar negatif",0
@makandulu6822,2025-03-25T21:13:22Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1798"">29:58</a> si ws keceplosan sekenario <br><br>Haha muter&quot; omongan lu wil",0
@Tomororrrr,2025-03-25T21:13:21Z,Wilie salim haus validasi bgt cih,0
@masbluetv3778,2025-03-25T21:13:20Z,Gas unfoll willie,0
@eghablack2296,2025-03-25T21:13:19Z,Yang di tanya apa jawab nya malah curhat Willy Willy ngantuk denger nya,0
@MrDODET,2025-03-25T21:13:19Z,Keder wili keder 🤦<br>Nyesel atuh wil <br>Kok bertele tele <br>Trus bilang kalo bibon gk suka <br>Gk bakalan masak besar .<br>Kan sebelum ny bobon bilang dia ngedukung siap pun yg mau masak besar dan berbagi .<br>Itu mh emang kyaknya gk mau masak besar lagi ya karna repot 🤦,0
@Azzahirla,2025-03-25T21:13:03Z,"Goblok-goblok-goblok, mabok hela🤣🤣",0
@DawudMaulana-g1k,2025-03-25T21:12:56Z,Menit 28.58 :  Skenario ?,0
@ranbegin,2025-03-25T21:12:55Z,200kg gak dikit itu.. masak gak ada cctv atau apapun klo beneran hilang lo yaa.. tp klo emg dibikin ilang yaaa..😅😂,0
@bayu_moto3985,2025-03-25T21:12:42Z,willi blunder,0
@dennywp,2025-03-25T21:12:38Z,"Tetap fokus ke issue-issue yang lebih penting, kawan-kawan! Banyak masalah bangsa yang jauh lebih penting dari urusan receh ini.",0
@muhammadazis5078,2025-03-25T21:12:35Z,settingan caper biar viral,0
@Nurulrahmayani-x7e,2025-03-25T21:12:31Z,"kalau memang ke mobil, atau ke toilet emang willi engga ad tim gitu? atau semua masuk mobil/toilet?",0
@alisheila1269,2025-03-25T21:12:29Z,Seluruh warga indonesia masih menunggu bobon memasak kembali untuk papua,0
@FebriAnto-x4u,2025-03-25T21:12:28Z,WS raja setingan.. tetangga gw aja dapet giveaway pas dia live. Di live katanya dapet iphone al hasill prank cuma di kasih uang tutup mulut 150rb🤣🤣🤣,0
@PutriAinun-qq6hq,2025-03-25T21:12:23Z,Kasian warga palembang di konten wily salim..jadi ngga baik,0
@Albya12,2025-03-25T21:12:19Z,gak pernah nonton .. qak tertarik aja sama wilie,0
@Veybanten,2025-03-25T21:11:57Z,"SEKELAS DEDI CORBUZIER YANG SUDAH NIAT BAIK MAU BANTU GAK DI HARGAI ALASAN TIKET GAK ADA TAPI BUAT ACARA MASAK MASAK DI TEMPAT LAIN,DI LUAR NURIL LU WIL😂😂 HADEEUH WIL WIL SEKAREPMU LAH🙂‍↔️",1
@dedetayo1982,2025-03-25T21:11:47Z,Willie nya ga nyambung jawab nya ditanya apa jawab apa,0
@Renobocilreplay,2025-03-25T21:11:46Z,"Willi kebanyakan drama dari dulu emang udh sok mau berhenti dari tiktok tapi ga jadi, mau ngalahin mr best tapi mimpi, sekarang malah bikin war ama wong palembang",0
@Mahasiswaabadi_v1,2025-03-25T21:11:37Z,Will &quot;oy&quot;,1
@MangcekabietorikFlip6,2025-03-25T21:11:32Z,Suara gemeteran penakut tapi licik dan tengil.. (penyembah si manipulatif sengkek WS pasti mo nyerbu coment ini😅),0
@labeebaazkadina4062,2025-03-25T21:11:16Z,Jangan diterima om kalo minta klarifikasi lagi si wil wil,0
@AgilGimank,2025-03-25T21:11:15Z,"APASIH , YG DI TANYA APA SAMA BOBON YG DI JAWAB APA SAMA WILLIE 😂😂, keliatan bet &quot;NGELES&quot;, udh mana sifat &quot;HAUS VALIDASINYA&quot; kuat bgt njr, setiap ditanya apa, harus di jawab dgn haus validasi diaa😂😂",0
@yasmeenadipati8782,2025-03-25T21:11:10Z,Ngobrol sama willy tuh berasa kek ngobrol sama anak kecil yg lagi belajar bohong,0
@2023-DT,2025-03-25T21:11:09Z,Dk tahan mau ketoilet. TPI toiletnya jauh.  Jdi langsung ke mobil 😂😂😂😂.,0
@vitozidan8978,2025-03-25T21:11:01Z,"ada pernah waktu itu ga sengaja lewat di beranda ku salah satu yng ngambil rendang make ember dan di rekam,mereka bilang kalo itu emng setingan",0
@gothicRomantic,2025-03-25T21:10:53Z,"jelas2 dia tu penyembah konten, mana ada ikhlas bantu, kayak bobon yg ampe jual alphard demi bisa masak ke papua.. itu yg bikin bobon tersinggung, dan kita jg... maksudnya gimana ya, lo buat konten buat audience bocil2 lu kita bodoamat, tapi lo ambil jg ranah orang dengan itikad apalagi klo bukan konten... klo aja dia dateng ni pasti keliatan boongnya, makanya beraninya by phone. Semarang - JKT tuh banyak tiket mau pesawat kereta bus travel, emang ga niat aja.",0
@RifqiKemas,2025-03-25T21:10:53Z,"1 hal yang menyentuh dari bang bobon, *Kalo ada yang narok racun di situ Dan ada narok racun di makan besar lu Abis lu wil *",0
@riniauliaputri4376,2025-03-25T21:10:48Z,Udah flexing suka bikin settingan lgi😢😢,0
@suzume24434,2025-03-25T21:10:42Z,"👇👇👇 MOHON DIBACA SECARA SEKSAMA, SEMOGA ADA YANG ISI HATINYA TERSAMPAIKAN 👇👇👇<br><br>1. Gua sebagai orang Padang Asli (Minang Darah Daging), mau bilang, masak RENDANG, 1-2 kg daging itu bisa nyampe 2-3 jam, itupun harus di aduk terus biar santan ga pecah, jadi Masak rendang ga bisa d tinggal!! apalagi 200kg (atau anggap aja Net nya 150kg daging) ga bakal cukup masak rendang cuma mau 2 jam doang, itu masih dalam bentuk KALIO DAGING, BUKAN RENDANG!! Daging masih Mentah dan masih alot. <br><br>2. Kalopun warga mengambil &#39;paksa&#39;, itu pasti bakal CHAOS!! Dengan kuali segede itu dan cuma hanya 1 kuali, dan di kelilingi warga yang sangat rame, pasti terlalu beresiko, sekurangnya2nya saling dorong dan berdesak2an. Itu pasti bakal sangat bisa terjadi cedera seperti tangan masuk kuali, kecipratan kuah santan, minyak, dan yang terburuk kuali jatuh dan menyiram warga. Sehingga dengan &quot;Video Hilangnya Rendang&quot; Tersebut, terlebih dan terkurang, pasti sudah ada briefing dari pihak tim dan keamanan, sehingga warga bisa ambil dengan tertib tanpa terjadi hal2 tidak diinginkan. Jadi tidak salah waktu hilangnya itu berkisar 20-30 menit bahkan bisa 1 jam!! <br>3. Banyak netizen yang bilang &quot; ALAY BANGET SAMPAI RAJA PALEMBANG TURUN TANGAN, MENGUTUK WILLIE SALIM&quot;, menurut gua pribadi, gua belajar dan pernah mempelajari tentang &quot;DIMANA BUMI DI PIJAK, DISITU LANGIT DIJUNJUNG&quot;, yang artinya &#39; dimana pun kamu berada, kamu harus mengikuti adat dan hukum yang berlaku di daerah tersebut &#39;. Dan ingat, sebelum NKRI berdiri, indonesia sudah banyak Kerajaan&quot; Besar salah satunya KERAJAAN SRIWIJAYA. Jadi, tidak salah kalo Raja Kebesaran Palembang turun tangan soal kasus ini. Karena ini sudah menyangkut NAMA BAIK WILAYAH PALEMBANG, dimana salah satu Kota dengan penduduk yang padat di indonesia, dan merupakan IBUKOTA SUMATERA SELATAN.<br><br>Edit :<br><br>4. Selepas dengan banyak nya konten2 dari Willie Salim yang terlalu banyak menuai Kontra dan Berujung Klarifikasi, gua percaya kalo video &quot;HILANGNYA RENDANG TIBA2&quot; itu hanyalah sebuah KONTEN dan SETINGAN<br><br>5. Dengan tidak hadirnya Willie Salim ke Podcast Ini, sudah merusak citra nama nya secara tidak langsung oleh netizen, di cap sebagai ORANG TIDAK BERTANGGUNG JAWAB, TIDAK GENTLEMEN, Dan HANYA HAUS VALIDASI DAN KLARIFIKASI TANPA BUKTI NYATA!! Dia merasa semua Problem yang dia buat, Akan kelar hanya dengan Klarifikasi melalui Sosial Medianya. <br><br>6. SECARA PERSONAL, GUE BILANG DIA NPD (NARSISTIC PERSONALITY DISORDER) <br><br>7. CARA NGOMONG DAN TINGKAH NYA BUKAN KAYAK LAKI-LAKI DEWASA, MALAHAN LEBIH KE B*TTY BOCAH HAUS VIEWER DAN FOLLOWERS !!!! <br><br>8. SEGALA TANGIS NYA HANYA PALSU, BUKAN LAGI AIR MATA BUAYA, TAPI AIR MATA  KHAS WILLIE SALIM, AUTHENTIC KARNA HANYA DIA YANG PUNYA<br><br>9. Jangan pernah kasih panggung dia lagi, BOIKOT SEMUA PLATFORM WILLIE SALIM",1
@Dwarfkun,2025-03-25T21:10:38Z,Suaranya kaya orang nervous dah😂menggigil keringat dingin😂,0
@vitriwuryanti6282,2025-03-25T21:10:32Z,Om ded tidur dah itu di menit 30 🤣,0
@RifqiKemas,2025-03-25T21:10:16Z,"1 hal yang menyentuh dari bang bobon, *Kalo ada yang narok racun di situ Dan ada narok racun di makan besar lu Abis lu wil *",0
@Heyyog23,2025-03-25T21:10:04Z,Anjir lucu bet willie 🗿,0
@AnandaGibran-ed3mw,2025-03-25T21:10:02Z,"Dari sini kita bisa lihat ,mana penonton yoitube dan mana penonton tiktok😂.. gw yakin penonton tiktok ga ada yg berani komen dsni 😂",1
@FardanReyditama24,2025-03-25T21:09:38Z,WS:LOSE STREAK,0
@MusikAi_Indo-1,2025-03-25T21:09:24Z,kecewa  kan lu bon nanya2 koakoakoakka,1
@cheesecake5778,2025-03-25T21:09:23Z,GWS PALEMBANGKUUUUU😭,0
@Aztiar,2025-03-25T21:09:20Z,smau lu aja will klakuan g ber adab rakyat g butuh bantuan lo yg suka mempermainkan,0
@PutriAinun-qq6hq,2025-03-25T21:09:18Z,Sudah berkali kali konten wily salim di bongkar setingan sama ka bobon..tapi banyak fans wili yang belum pecaya..masih inget di ingetan waktu ka bobon jelaskan wang di kasih tapi di minta lagi sama wily,1
@Meyerwakefield-t9t,2025-03-25T21:09:17Z,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin maxwin makin gampang,0
@Rosemariewakefield-z3f,2025-03-25T21:09:17Z,Jujur klo main mending di weton88 bang,0
@mpanjiazhar,2025-03-25T21:09:17Z,"Sayang sekali, terkenal tapi suka buat sensasi",0
@Jeremywakefield-n3n,2025-03-25T21:09:16Z,"Suka banget bang sama konten abang , jangan lupa ences di Weton88 gampang pecah",0
@RifqiKemas,2025-03-25T21:09:17Z,"1 hal yang menyentuh dari bang bobon, <b>Kalo ada yang narok racun di situ Dan ada yang lapor, Kalo keracunan makan besar lu Abis lu</b>",0
@Conniewakefield-s8c,2025-03-25T21:09:16Z,"terimakasih selalu upload bg, walaupun masih sibuk🎉𝗪𝗘𝗧𝗢𝗡𝟴𝟴",0
@Eboniwakefield-s4b,2025-03-25T21:09:16Z,"Gak pernah gagal,weton88🔥",0
@Xiongwakefield-f8y,2025-03-25T21:09:15Z,"Terbaik ❤ memang kak , salam Weton88",0
@Shiannwakefield-u8d,2025-03-25T21:09:14Z,"Ok min, lanjut WETON88",0
@Lambwakefield-v2k,2025-03-25T21:09:13Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=3"">0:03</a> Keren boleh coba bang gas di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",0
@Jazmynwakefield-w8f,2025-03-25T21:09:12Z,Streamer favorit ❤ dan selalu menunggu update terbarunya 😁😁 semangat terus bang 💪💪 salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,0
@Cahillwakefield-y3k,2025-03-25T21:09:12Z,Memang web terbaik se asia gak salah pilih cuma 🚩Weton88🚩 yang bisa gni !,0
@Pickardwakefield-k7z,2025-03-25T21:09:12Z,terima kasi rezekinya  ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,0
@Raphaelwakefield-w4l,2025-03-25T21:09:11Z,Memang web terbaik se asia gak salah pilih cuma 🚩Weton88🚩 yang bisa gni !,0
@Espinosawakefield-r7j,2025-03-25T21:09:11Z,Makin yakin abis baca review lain tentang ✌✌Weton88.,0
@Doughtywakefield-g9v,2025-03-25T21:09:11Z,Memang web terbaik se asia gak salah pilih cuma 🚩Weton88🚩 yang bisa gni !,0
@Jamiawakefield-w1o,2025-03-25T21:09:11Z,"Bandar Weton88☀ auto, sultan gacur",0
@Coleywakefield-g5e,2025-03-25T21:09:10Z,Makin yakin abis baca review lain tentang ✌✌Weton88.,0
@Kenwakefield-j2y,2025-03-25T21:09:10Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1"">0:01</a> YOo coba di Weton88 modal 5k aja bisa jepee ⭐",0
@Songwakefield-e5t,2025-03-25T21:09:08Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=335"">05:35</a> ⚡️WETON88⚡️ tempat ngadu nasib wkwkw",0
@Sweeneywakefield-m4i,2025-03-25T21:09:07Z,coba buy spin 20k malah maxwin kwkwkkw makasih 🚩Weton88🚩 nyata emng,0
@Parentwakefield-v3i,2025-03-25T21:09:07Z,Mantap durasinya panjang 👍👍👍👍👍 cari WETON88 di google,0
@MamatHidayat-vq7ni,2025-03-25T21:09:07Z,Jdi Kesimpulan nya itu Setingan,0
@Kathywakefield-i6z,2025-03-25T21:09:06Z,"jepey terus di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴, beneran!",0
@desyai5861,2025-03-25T21:09:04Z,"Lihat vidio wili sii seoertinya memang hanya konten? <br>Karna kesiapan masak, teamdll aja ngakk pripare bener bener untuk menjaga jarak ke masyarakat di saat masak.<br>Kalau bng bobon awal nya dia nggak masak di jalan tapi masak di rumah baru di bagi&quot; In dn makin ke sni ad perubahan masak d luar rmh bahkan daerah paling genak di papua bnr bnr tertip orang nya dan semua konten bobon juga pripare penjagaan dll",0
@Trevinwakefield-i7r,2025-03-25T21:09:03Z,epic moment 🎉 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,0
@Cloewakefield-o8c,2025-03-25T21:09:03Z,🤑 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 🤑,0
@Allardwakefield-x1k,2025-03-25T21:09:03Z,❤ 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ❤,0
@Grissomwakefield-d9g,2025-03-25T21:09:02Z,Sehat selalu semuanya salam dari 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 gampang jepe,0
@Hezekiahwakefield-s6s,2025-03-25T21:09:00Z,"jepey trs tiap hari, cuma di𝗪𝗘𝗧𝗢𝗡𝟴𝟴⭐",0
@Gallantwakefield-q3r,2025-03-25T21:09:00Z,Semangat bang buat konten nya 😊Salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe,0
@Kaleewakefield-n4c,2025-03-25T21:08:58Z,⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin ketagihan!,0
@Tolliverwakefield-h7e,2025-03-25T21:08:57Z,🤑 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 🤑,0
@Starkwakefield-j1t,2025-03-25T21:08:54Z,👍 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 👌,0
@Donnawakefield-r7p,2025-03-25T21:08:53Z,"Gak pernah gagal,weton88🔥",0
@awabrichanel4361,2025-03-25T21:08:53Z,Gimana ini wiilyy salim mencla mencle waktu di telfon kelitan banyak alasan dan kebohongan,0
@Calderonwakefield-i6q,2025-03-25T21:08:53Z,Keren 🇮🇩👍🏼. gas di mari kak Weton88,0
@AISYAHAlthafunnisa-nq7by,2025-03-25T21:08:53Z,KATA KATA PEMBOHONG YA KAYAK GITU OM DEDI .. 😅😅😅😅,0
@Kunkelwakefield-x3u,2025-03-25T21:08:52Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=2"">0:02</a> Wah keren Weton88 terbaik menang mudah",0
@Yareliwakefield-c4i,2025-03-25T21:08:49Z,"Keren banget! Menang banyak di WETON88,auto liburan mewah!",0
@Xuwakefield-y6l,2025-03-25T21:08:49Z,Lancar lancar bang salam Jepe ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,0
@wongwaras3593,2025-03-25T21:08:32Z,Orangnya lg masak kambing di semarang,0
@KhansaLutfiasaharani,2025-03-25T21:08:27Z,kan banyak orang knpa bsa ilang,0
@ancientone.juniper,2025-03-25T21:08:26Z,"Ya ampun bahasan apa lagi ini, beginian dibahas.<br>INDONESIA INDONESIA ckckck.",0
@kecebok9702,2025-03-25T21:08:25Z,Tenyata ini alasan Sriwijaya banyak mengeluarkan Prasasti berisi (kutukan dan umpatan) terhadap daerah ini..,0
@tantttantt2607,2025-03-25T21:08:22Z,Bocah mencla mencle!,0
@hardmusic7998,2025-03-25T21:08:15Z,Jangan bon jangan temuin.. rugi,0
@azharisiahaan202,2025-03-25T21:08:13Z,👍,0
@RifqiKemas,2025-03-25T21:07:58Z,Wilsall muter2,0
@rihardesoskar8779,2025-03-25T21:07:55Z,"di tanya apa, jawab nya apa, tololnya makin keliatan will",1
@TomiAndriyana,2025-03-25T21:07:54Z,"Sebenarnya yang sudah ya sudahlah,ini semua sudah terjadi.terlepas itu setingan apa bukan,yang pastinya ini merupakan berawal dari niat baik,namun tidak berjalan mulus karna kurang persiapan dan bukan ranah yang sering di lakukan wili.",0
@m42no73,2025-03-25T21:07:52Z,cari toilet  enggak dapat lasung duduk di mobil..busuk pikiran saya berpikir..,0
@AISYAHAlthafunnisa-nq7by,2025-03-25T21:07:50Z,SUDAHLAH DIA KAN NGGAK NGAKUI .. JERAT SAJA PENCEMARAN NAMA BAIK SELURUH RAKYAT SUMATERA SELATAN .. SUKU PALEMBANG,0
@iyul-fr6wo,2025-03-25T21:07:49Z,"orang kok biasa ngabisin, ngasih uang banyak di konten nya, kok bicara nya begitu gayanya😂",0
@AnjiNhs-q1m,2025-03-25T21:07:48Z,Kan warga Palembang pun banyak yang tinggal di jakarta Wil .😊 Semoga baik baik,0
@bagoel2614,2025-03-25T21:07:48Z,Maling jujur penjara penuh🥱😋,1
@satpamgc,2025-03-25T21:07:41Z,Udah banyak opini soal Wili salim kasi uang banyak buat konten setelah selesia diminta balik,0
@giblernsinggeleon1706,2025-03-25T21:07:40Z,"Logikanya gini, secara akal sehat aja ya. Ini kan proses masaknya dari awal direkam seharusnya rekaman sedang memasak rendang itu harus ada. Bagaimana cara orang Palembang masak rendangnya. Yang aneh itu, Si Willie itu hanya up di media rendangnya itu hilang kalo nggak unsur sengaja untuk viral untuk apa lagi. Dia kan konten kreator berarti proses memasak itu harusnya ada dan lengkap.",10
@YudhaJanu-cw1em,2025-03-25T21:07:38Z,Ni orang berbelit-belitlahhh,0
@riantounyil6532,2025-03-25T21:07:25Z,Dari si WS ngga mau dateng dan lebih milih tlfn itu aja sudah membuktikan kalo ws itu ngga punya etika dan adab,2
@resoyarebos3031,2025-03-25T21:07:15Z,Wkkwkwk kebelet tp Makan  ya tambah kebelet dong🤣🤣.,3
@rixyadiaprianto7670,2025-03-25T21:06:48Z,ujung-ujungnya adu domba antara Palembang dan Semarang,4
@PokaySalman,2025-03-25T21:06:41Z,Spontan liat ig nya Willie salim gua njir ngakak gua langsung 😂😂,1
@annisaeyesha4153,2025-03-25T21:06:30Z,Apa cuman gw yg percaya sama Willie..,0
@vexxvid4626,2025-03-25T21:06:24Z,Williy salim siapa si??,0
@AISYAHAlthafunnisa-nq7by,2025-03-25T21:06:13Z,KAU ITU SALAH KE SELURUH RAKYAT PALEMBANG DAN SUMATERA SELATAN WILLIE PEMBOHONG..,1
@idshisui,2025-03-25T21:05:46Z,"Kasih paham koh, bikin aja sop wagyu 😎",1
@MusikAi_Indo-1,2025-03-25T21:05:45Z,halah bayak bacot wil,1
@ARGRAHOutdoor,2025-03-25T21:05:37Z,Cape njirr sahur&quot; denger voice call kek gini,14
@heninat,2025-03-25T21:05:21Z,"Mangkanya kemarin gue gak ikut ngenyinyir si livy pas katanya slek sama pacar nya willie itu.. Karena yg salah kalau aku lihat bukan livy nya tapi si willie itu sendiri, dia itu manipulatif malah seolah-olah dia kaya gak salah... Gue yakin sih livy seneng lihat permasalahan rendang nya willie ini 😂",1
@TriAstuti-z2o,2025-03-25T21:05:17Z,Hoakkk lu walsel,1
@yosuacl1591,2025-03-25T21:05:05Z,Lagian ngapain masak dikebun binatang,1
@AkunNo1-m1x,2025-03-25T21:04:58Z,"Warga palembang kena imbasnya konten wili,dan di tiktok warga palembang jadi sasaran di komentar",2
@muhammadfirmansyah5780,2025-03-25T21:04:54Z,"OH GINI YANG KATANYA, MAU MENGALAHKAN MR BEAST",1
@greaz_,2025-03-25T21:04:40Z,"dulu suka nnton konten willie yg borong2 makanan,,tp smenjak bagi2 duit udh males liatnya,,aplgi ampe wktu itu didatengin bocil kerumahnya buat minta hp aowkwk",0
@asepsaepudin9911,2025-03-25T21:04:39Z,Wili salim itu siapa? Serius nanya,0
@ferdiyt5593,2025-03-25T21:04:30Z,Owh mau one men show ternyata,0
@globalnet93,2025-03-25T21:04:20Z,"Muka dua si willie tuh jangan di percaya,, team bobon cung dan ngikutin s willie salim",0
@satpamgc,2025-03-25T21:04:17Z,karena udah malam dia suruh warga ambil dan lanjut masak dirumah masing masing trus diseting wili kaget rendangnya hilang,0
@megastore2614,2025-03-25T21:04:13Z,"Pernyataan bang dedy corbuzier yang paling saya ingat, dan saya rasa secara tidak langsung bisa menjadi nasihat buat willie salim.<br><br>Bobon bilang, kalau om dedy mau bikin masak besar, saya akan bantu.<br><br>Om dedy menjawab : gue masih berakal ya untuk tidak melakukan hal itu (masak di kuali besar). Selain etika, Dua hal alasan om dedy untuk tidak melakukan itu, tidak mampu dan lebih baik collab aja dengan bobon yg notabene masak di kuali besar sudah menjadi brand dan melekat pada diri bobon santoso.<br><br>Mudah mudahan willie mencermati percakapan om dedy dan bobon di bagian akhir podcast ini.<br><br>Trrimakasih....!!!",0
@revanomletz0064,2025-03-25T21:04:06Z,Bobon keren nasihatnya “utamakan sikap prilaku sosial masyarakat di atas konten”,0
@haurachannel5226,2025-03-25T21:04:04Z,mantap,0
@ameliaanggi6822,2025-03-25T21:04:02Z,coba warga yg d tkp kasih keterangan. klo bener setingan yuk bondong bondong boikot n tuntut wily atas pencemaran nama baik. tp klo nnr d ambil ya smoga pd tobat,0
@ohk2015,2025-03-25T21:03:48Z,Gue tertunggu adkah akan keluar dari mulut si bobon ttg ucapan ustaz abdul somat ....wahhh ternyata bobon sebut jugak 😊 kalau dilihat wajah bobon kelihatan beliau capek benar,0
@anggunas1528,2025-03-25T21:03:43Z,"saluttt bangettt, palembang di rendahkan se rendah² nya, dengan konten nya semarang nya..",0
@g2n32,2025-03-25T21:03:32Z,"1,8 ribu yang ga like fans willie😅😅",0
@krispisces7378,2025-03-25T21:03:31Z,Ko bobon  berawal  dari konten  kreator  goblok makan tai  mandi odol... Skrg  jadi konten kreator  berkelas.. Dengan jiwa ke manusianya... Air mata bobon  misi kuali merah putih... Bukti ketulusan bobon bikin konten  harus  pake hati  . Krn mencakup orang bnyak bukan perorangan...,0
@marioadianchannel,2025-03-25T21:03:24Z,Bobon keren,0
@azizmahtori,2025-03-25T21:03:15Z,Ke toilet kan berarti kebelet buang kotoran dari perut?<br>Kok malah balik ke mobil nambah isi perut?,0
@vntfamily8434,2025-03-25T21:03:00Z,Kalo ini reall settingan..<br>Dpat d pahami dari kata&quot; willie yg selalu d ulang&quot;...,1
@AISYAHAlthafunnisa-nq7by,2025-03-25T21:02:57Z,"SUDAHLAH WILLIE SALIM ITU PEMBOHONG JANGAN DI KASIH PANGGUNG LAGI, NGGAK ADA FAEDAHNYA DIA ITU",0
@arfanazkaraffasya2186,2025-03-25T21:02:51Z,Salam kenal om Dedi<br>Sy Wahyudi driver ojol<br>Cengkareng Jakbar..ijin mau<br>Bercerita sedikit om Dedi..<br>Dulu saya pernah antar paket<br>Pas di sebelah nya rmh<br>Willy Salim...waktu itu Willy <br>Salim baru selesai ngonten..<br>Trs saya ngobrol sama <br>Security Di comvlex nya<br>Willy Salim...saya bilang<br>Enak dong pak..jaga nya<br>Deket rmh nya Willy Salim <br>Dapat duit trs dong pak..<br>Kata BPK security nya<br>Dia jawab pertanyaan saya..<br>Boro boro bang...<br>Duit cepe aja di cariin bang<br>Kalo abis ngonten..<br>Dari situ saya baru tau om Dedi <br>Ternyata Willy Salim conten nya.. adalah setingan om Dedi,0
@nankz5177,2025-03-25T21:02:50Z,"Selama saya merantau ke palembang, rasanya warga palembang ga ada yang rakus, orang palembang itu ramah2, bicaranya halus, menjunjung tinggi rasa malu, saya ga pernah kehilangan barang di palembang, bahkan saya mau ajak poto pun kebanyakan nya sering pada nolak karna mereka malu.. Orang palembang pada rebutan daging? Saya sangat tidak yakin.. 100% bisa jadi itu settingan.. Orang palembang tidak serendah yang orang awam kira !",0
@kay0321,2025-03-25T21:02:30Z,Take down aja gasih konten² si wili inih 🤦‍♂️,0
@anggaeka1508,2025-03-25T21:02:26Z,"Gua paling eneg sih liat kontennya Willy salim bukan karena dia sering” bagi” yg kayak setingan cm memang ekspresi dia, attitude dia yg di konten itu nggak banget, malah lebih ke merendahkan dan mengejar konten doang",3
@AISYAHAlthafunnisa-nq7by,2025-03-25T21:02:20Z,WILLIE SALIM LOOZER,0
@agus09z,2025-03-25T21:02:19Z,"Gue cuma tau bobon, tuh anak satu ga tau siapa dan dari mana",0
@gedanggeluduk833,2025-03-25T21:02:07Z,Semua konten lu sampah bro pembohongan publik semua wili,0
@Rikiant1996,2025-03-25T21:02:04Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=3545"">59:05</a> ada yang menggeram",0
@buhen91,2025-03-25T21:01:31Z,Willy Salim mbulet banget,0
@MuhamadadityaAkbar,2025-03-25T21:01:25Z,MUKA NYA BOBON MUAK BANGET,0
@ranggamonchu1273,2025-03-25T21:01:23Z,Will mending lu buat konten laiinn aaja gak ussh konteen Masak,0
@AlifReactChannel,2025-03-25T21:01:21Z,Ada lagi aja ya gebrakan nya🗿,0
@muhammadraset4241,2025-03-25T21:01:10Z,"Nah denger sendiri kan , buat klian orang semarang yang ada di komentar atau nonton,disini siap&quot; wily dateng tu dgn tegak beraninya memasak lagi padahal kasus ny blom selesai malah masak lagi hadehh 😂",0
@dirfandharmawan4407,2025-03-25T21:00:46Z,Menikmati aja,0
@novariefsaisywa6383,2025-03-25T21:00:25Z,"Denger bobon ngomong baru menit ke 6 aja makin kesel gw, sama tuh WS",0
